Supplementary Table 1: Detailed Information on Training Set Sequences,,,,,,,,
ID,Organism,Molecule Type,Topology,Description,Genome Type,Length,die,Acronym
NM_001349335.1,,,,"NM_001349335.1 Homo sapiens solute carrier family 25 member 48 (SLC25A48), transcript variant 3, mRNA",,2688,no,SLC25A48
NM_001272061.1,,,,"NM_001272061.1 Homo sapiens MAGE family member D4 (MAGED4), transcript variant 4, mRNA",,2687,no,MAGED4
NM_001033026.2,,,,"NM_001033026.2 Homo sapiens transmembrane protein 259 (TMEM259), transcript variant 1, mRNA",,2687,no,TMEM259
NM_001242362.1,,,,"NM_001242362.1 Homo sapiens MAGE family member D4B (MAGED4B), transcript variant 4, mRNA",,2687,yes,MAGED4B
NM_033419.5,,,,"NM_033419.5 Homo sapiens post-GPI attachment to proteins phospholipase 3 (PGAP3), transcript variant 1, mRNA",,2687,no,PGAP3
NR_034125.1,,,,"NR_034125.1 Homo sapiens chromosome 10 open reading frame 143 (C10orf143), transcript variant 3, non-coding RNA",,2686,no,C10orf143
NM_173471.3,,,,"NM_173471.3 Homo sapiens solute carrier family 25 member 26 (SLC25A26), transcript variant 1, mRNA",,2686,no,SLC25A26
NM_015143.3,,,,"NM_015143.3 Homo sapiens methionyl aminopeptidase 1 (METAP1), mRNA",,2686,no,METAP1
NM_001005340.2,,,,"NM_001005340.2 Homo sapiens glycoprotein nmb (GPNMB), transcript variant 1, mRNA",,2686,no,GPNMB
NM_152341.5,,,,"NM_152341.5 Homo sapiens progestin and adipoQ receptor family member 4 (PAQR4), transcript variant 1, mRNA",,2685,no,PAQR4
NM_001323585.2,,,,"NM_001323585.2 Homo sapiens Suv3 like RNA helicase (SUPV3L1), transcript variant 4, mRNA",,2685,no,SUPV3L1
NM_178422.6,,,,"NM_178422.6 Homo sapiens progestin and adipoQ receptor family member 7 (PAQR7), mRNA",,2685,no,PAQR7
NR_038220.1,,,,"NR_038220.1 Homo sapiens long intergenic non-protein coding RNA 858 (LINC00858), long non-coding RNA",,2685,no,LINC00858
NM_001374318.1,,,,"NM_001374318.1 Homo sapiens cysteine rich with EGF like domains 1 (CRELD1), transcript variant 6, mRNA",,2684,no,CRELD1
NM_005989.4,,,,"NM_005989.4 Homo sapiens aldo-keto reductase family 1 member D1 (AKR1D1), transcript variant 1, mRNA",,2684,no,AKR1D1
NM_182919.4,,,,"NM_182919.4 Homo sapiens toll like receptor adaptor molecule 1 (TICAM1), mRNA",,2684,no,TICAM1
NM_001143942.2,,,,"NM_001143942.2 Homo sapiens RNA binding motif protein 24 (RBM24), transcript variant 1, mRNA",,2684,no,RBM24
NR_027132.1,,,,"NR_027132.1 Homo sapiens long intergenic non-protein coding RNA 924 (LINC00924), transcript variant 1, long non-coding RNA",,2684,no,LINC00924
NM_213604.3,,,,"NM_213604.3 Homo sapiens ADAMTS like 5 (ADAMTSL5), transcript variant 2, mRNA",,2683,no,ADAMTSL5
NM_018058.7,,,,"NM_018058.7 Homo sapiens cartilage acidic protein 1 (CRTAC1), transcript variant 1, mRNA",,2683,no,CRTAC1
NR_110131.1,,,,"NR_110131.1 Homo sapiens uncharacterized LOC101927394 (LOC101927394), long non-coding RNA",,2683,no,LOC101927394
NM_144575.3,,,,"NM_144575.3 Homo sapiens calpain 13 (CAPN13), mRNA",,2683,no,CAPN13
NM_203403.2,,,,"NM_203403.2 Homo sapiens leucine rich adaptor protein 1 like (LURAP1L), mRNA",,2683,no,LURAP1L
NM_002408.4,,,,"NM_002408.4 Homo sapiens alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase (MGAT2), mRNA",,2683,no,MGAT2
NR_015363.2,,,,"NR_015363.2 Homo sapiens glioblastoma down-regulated RNA (GLIDR), transcript variant 1, long non-coding RNA",,2682,no,GLIDR
NR_132986.1,,,,"NR_132986.1 Homo sapiens MIR3150B host gene (MIR3150BHG), transcript variant 1, long non-coding RNA",,2682,no,MIR3150BHG
NM_173488.5,,,,"NM_173488.5 Homo sapiens solute carrier organic anion transporter family member 6A1 (SLCO6A1), transcript variant 1, mRNA",,2682,no,SLCO6A1
NM_001139444.3,,,,"NM_001139444.3 Homo sapiens trafficking protein particle complex 3 like (TRAPPC3L), mRNA",,2681,no,TRAPPC3L
NM_001287742.1,,,,"NM_001287742.1 Homo sapiens farnesyl-diphosphate farnesyltransferase 1 (FDFT1), transcript variant 1, mRNA",,2681,no,FDFT1
NM_024335.3,,,,"NM_024335.3 Homo sapiens iroquois homeobox 6 (IRX6), mRNA",,2681,no,IRX6
NM_022737.3,,,,"NM_022737.3 Homo sapiens phospholipid phosphatase related 2 (PLPPR2), transcript variant 1, mRNA",,2681,no,PLPPR2
NR_160737.1,,,,"NR_160737.1 Homo sapiens uncharacterized LOC107985184 (LOC107985184), long non-coding RNA",,2681,no,LOC107985184
NM_022157.4,,,,"NM_022157.4 Homo sapiens Ras related GTP binding C (RRAGC), transcript variant 1, mRNA",,2681,no,RRAGC
NM_001202473.1,,,,"NM_001202473.1 Homo sapiens ZNF816-ZNF321P readthrough (ZNF816-ZNF321P), mRNA",,2680,no,ZNF816-ZNF321P
NR_003719.2,,,,"NR_003719.2 Homo sapiens NBPF member 22, pseudogene (NBPF22P), non-coding RNA",,2680,no,NBPF22P
NM_152512.4,,,,"NM_152512.4 Homo sapiens ENTH domain containing 1 (ENTHD1), mRNA",,2680,no,ENTHD1
NM_007072.3,,,,"NM_007072.3 Homo sapiens HERV-H LTR-associating 2 (HHLA2), transcript variant 1, mRNA",,2679,no,HHLA2
NM_018161.5,,,,"NM_018161.5 Homo sapiens NAD synthetase 1 (NADSYN1), mRNA",,2679,no,NADSYN1
NM_001122962.2,,,,"NM_001122962.2 Homo sapiens signal regulatory protein beta 2 (SIRPB2), transcript variant 1, mRNA",,2679,no,SIRPB2
NR_045105.3,,,,"NR_045105.3 Homo sapiens integrator complex subunit 14 (INTS14), transcript variant 3, non-coding RNA",,2678,no,INTS14
NR_027078.1,,,,"NR_027078.1 Homo sapiens uncharacterized LOC283856 (LOC283856), long non-coding RNA",,2678,no,LOC283856
NM_138402.5,,,,"NM_138402.5 Homo sapiens SP140 nuclear body protein like (SP140L), transcript variant 1, mRNA",,2678,no,SP140L
NM_022130.4,,,,"NM_022130.4 Homo sapiens golgi phosphoprotein 3 (GOLPH3), mRNA",,2678,no,GOLPH3
NM_033110.2,,,,"NM_033110.2 Homo sapiens gamma-glutamylamine cyclotransferase (GGACT), transcript variant 1, mRNA",,2678,no,GGACT
NM_009590.4,,,,"NM_009590.4 Homo sapiens amine oxidase copper containing 2 (AOC2), transcript variant 2, mRNA",,2677,no,AOC2
NM_004962.5,,,,"NM_004962.5 Homo sapiens growth differentiation factor 10 (GDF10), mRNA",,2677,no,GDF10
NM_001102469.2,,,,"NM_001102469.2 Homo sapiens lipase family member N (LIPN), mRNA",,2676,no,LIPN
NR_110085.1,,,,"NR_110085.1 Homo sapiens uncharacterized LOC101927446 (LOC101927446), long non-coding RNA",,2676,no,LOC101927446
NM_003655.3,,,,"NM_003655.3 Homo sapiens chromobox 4 (CBX4), mRNA",,2675,no,CBX4
NM_006573.4,,,,"NM_006573.4 Homo sapiens TNF superfamily member 13b (TNFSF13B), transcript variant 1, mRNA",,2675,no,TNFSF13B
NR_130744.3,,,,"NR_130744.3 Homo sapiens integrin alpha FG-GAP repeat containing 2 (ITFG2), transcript variant 2, non-coding RNA",,2674,no,ITFG2
NR_034134.1,,,,"NR_034134.1 Homo sapiens long intergenic non-protein coding RNA 1249 (LINC01249), long non-coding RNA",,2674,no,LINC01249
NR_034133.1,,,,"NR_034133.1 Homo sapiens long intergenic non-protein coding RNA 2864 (LINC02864), long non-coding RNA",,2674,no,LINC02864
NM_001178117.1,,,,"NM_001178117.1 Homo sapiens multiple inositol-polyphosphate phosphatase 1 (MINPP1), transcript variant 2, mRNA",,2674,no,MINPP1
NM_004527.4,,,,"NM_004527.4 Homo sapiens mesenchyme homeobox 1 (MEOX1), transcript variant 1, mRNA",,2674,no,MEOX1
NR_073116.1,,,,"NR_073116.1 Homo sapiens serpin family E member 2 (SERPINE2), transcript variant 3, non-coding RNA",,2674,no,SERPINE2
NR_110052.1,,,,"NR_110052.1 Homo sapiens uncharacterized LOC101929106 (LOC101929106), long non-coding RNA",,2674,no,LOC101929106
NM_172193.3,,,,"NM_172193.3 Homo sapiens kelch domain containing 1 (KLHDC1), mRNA",,2674,no,KLHDC1
NR_145429.1,,,,"NR_145429.1 Homo sapiens long intergenic non-protein coding RNA 1181 (LINC01181), long non-coding RNA",,2674,no,LINC01181
NR_037642.1,,,,"NR_037642.1 Homo sapiens LHX4 antisense RNA 1 (LHX4-AS1), long non-coding RNA",,2673,no,LHX4-AS1
NR_136181.1,,,,"NR_136181.1 Homo sapiens long intergenic non-protein coding RNA 2028 (LINC02028), transcript variant 3, long non-coding RNA",,2673,no,LINC02028
NM_017966.5,,,,"NM_017966.5 Homo sapiens VPS37C subunit of ESCRT-I (VPS37C), mRNA",,2673,no,VPS37C
NM_001354006.1,,,,"NM_001354006.1 Homo sapiens cystathionine beta-synthase like (CBSL), transcript variant 1, mRNA",,2673,no,CBSL
NM_052854.4,,,,"NM_052854.4 Homo sapiens cAMP responsive element binding protein 3 like 1 (CREB3L1), mRNA",,2673,no,CREB3L1
NM_139284.3,,,,"NM_139284.3 Homo sapiens leucine rich repeat LGI family member 4 (LGI4), mRNA",,2673,no,LGI4
NM_006494.4,,,,"NM_006494.4 Homo sapiens ETS2 repressor factor (ERF), transcript variant 1, mRNA",,2672,no,ERF
NM_003853.3,,,,"NM_003853.3 Homo sapiens interleukin 18 receptor accessory protein (IL18RAP), mRNA",,2672,no,IL18RAP
NM_153767.4,,,,"NM_153767.4 Homo sapiens potassium inwardly rectifying channel subfamily J member 1 (KCNJ1), transcript variant 5, mRNA",,2672,no,KCNJ1
NM_001352249.2,,,,"NM_001352249.2 Homo sapiens solute carrier family 5 member 11 (SLC5A11), transcript variant 15, mRNA",,2672,no,SLC5A11
NM_017527.4,,,,"NM_017527.4 Homo sapiens lymphocyte antigen 6 family member K (LY6K), transcript variant 1, mRNA",,2671,no,LY6K
NM_002345.4,,,,"NM_002345.4 Homo sapiens lumican (LUM), mRNA",,2671,no,LUM
NR_036595.1,,,,"NR_036595.1 Homo sapiens RBM15 antisense RNA 1 (RBM15-AS1), long non-coding RNA",,2671,no,RBM15-AS1
NM_001099438.1,,,,"NM_001099438.1 Homo sapiens zinc finger protein 30 (ZNF30), transcript variant 1, mRNA",,2670,no,ZNF30
NM_001242844.1,,,,"NM_001242844.1 Homo sapiens ring finger protein 146 (RNF146), transcript variant 1, mRNA",,2670,no,RNF146
NM_001319296.2,,,,"NM_001319296.2 Homo sapiens ankyrin repeat and SOCS box containing 8 (ASB8), transcript variant 1, mRNA",,2670,no,ASB8
NM_201589.4,,,,"NM_201589.4 Homo sapiens MAF bZIP transcription factor A (MAFA), mRNA",,2669,no,MAFA
NM_001363907.1,,,,"NM_001363907.1 Homo sapiens interferon regulatory factor 8 (IRF8), transcript variant 1, mRNA",,2669,no,IRF8
NM_001348090.1,,,,"NM_001348090.1 Homo sapiens chromosome 20 open reading frame 204 (C20orf204), mRNA",,2669,no,C20orf204
NM_005523.6,,,,"NM_005523.6 Homo sapiens homeobox A11 (HOXA11), mRNA",,2669,no,HOXA11
NM_016091.4,,,,"NM_016091.4 Homo sapiens eukaryotic translation initiation factor 3 subunit L (EIF3L), transcript variant 1, mRNA",,2669,no,EIF3L
NM_014245.5,,,,"NM_014245.5 Homo sapiens ring finger protein 7 (RNF7), transcript variant 1, mRNA",,2669,no,RNF7
NM_001306206.1,,,,"NM_001306206.1 Homo sapiens cleavage stimulation factor subunit 2 (CSTF2), transcript variant 1, mRNA",,2668,no,CSTF2
NM_004475.3,,,,"NM_004475.3 Homo sapiens flotillin 2 (FLOT2), transcript variant 1, mRNA",,2668,no,FLOT2
NR_120670.1,,,,"NR_120670.1 Homo sapiens uncharacterized LOC101929662 (LOC101929662), long non-coding RNA",,2667,no,LOC101929662
NM_014427.5,,,,"NM_014427.5 Homo sapiens copine 7 (CPNE7), transcript variant 2, mRNA",,2667,no,CPNE7
NR_047651.1,,,,"NR_047651.1 Homo sapiens family with sequence similarity 95 member C (FAM95C), long non-coding RNA",,2667,no,FAM95C
NM_001164.5,,,,"NM_001164.5 Homo sapiens amyloid beta precursor protein binding family B member 1 (APBB1), transcript variant 1, mRNA",,2666,no,APBB1
NM_001319978.2,,,,"NM_001319978.2 Homo sapiens cancer susceptibility 1 (CASC1), transcript variant 7, mRNA",,2666,no,CASC1
NM_003581.5,,,,"NM_003581.5 Homo sapiens NCK adaptor protein 2 (NCK2), transcript variant 1, mRNA",,2666,no,NCK2
NM_198055.2,,,,"NM_198055.2 Homo sapiens myeloid zinc finger 1 (MZF1), transcript variant 2, mRNA",,2666,no,MZF1
NM_001272072.2,,,,"NM_001272072.2 Homo sapiens amine oxidase copper containing 1 (AOC1), transcript variant 1, mRNA",,2666,no,AOC1
NM_001271904.1,,,,"NM_001271904.1 Homo sapiens GSK3B interacting protein (GSKIP), transcript variant 1, mRNA",,2665,no,GSKIP
NR_046580.1,,,,"NR_046580.1 Homo sapiens CARS1 antisense RNA 1 (CARS1-AS1), long non-coding RNA",,2664,no,CARS1-AS1
NM_030928.4,,,,"NM_030928.4 Homo sapiens chromatin licensing and DNA replication factor 1 (CDT1), mRNA",,2664,no,CDT1
NM_018430.4,,,,"NM_018430.4 Homo sapiens translin associated factor X interacting protein 1 (TSNAXIP1), transcript variant 2, mRNA",,2664,no,TSNAXIP1
NM_006426.3,,,,"NM_006426.3 Homo sapiens dihydropyrimidinase like 4 (DPYSL4), mRNA",,2664,no,DPYSL4
NR_027466.1,,,,"NR_027466.1 Homo sapiens CTAGE family member 11, pseudogene (CTAGE11P), non-coding RNA",,2664,no,CTAGE11P
NM_018698.5,,,,"NM_018698.5 Homo sapiens nuclear transport factor 2 like export factor 2 (NXT2), transcript variant 1, mRNA",,2663,no,NXT2
NR_038229.1,,,,"NR_038229.1 Homo sapiens NTRK3 antisense RNA 1 (NTRK3-AS1), long non-coding RNA",,2663,no,NTRK3-AS1
NM_002529.3,,,,"NM_002529.3 Homo sapiens neurotrophic receptor tyrosine kinase 1 (NTRK1), transcript variant 2, mRNA",,2663,no,NTRK1
NR_073519.2,,,,"NR_073519.2 Homo sapiens VPS51 subunit of GARP complex (VPS51), transcript variant 2, non-coding RNA",,2663,no,VPS51
NM_001145338.1,,,,"NM_001145338.1 Homo sapiens zinc finger and BTB domain containing 22 (ZBTB22), transcript variant 2, mRNA",,2663,no,ZBTB22
NM_016216.4,,,,"NM_016216.4 Homo sapiens debranching RNA lariats 1 (DBR1), mRNA",,2662,no,DBR1
NM_001329791.2,,,,"NM_001329791.2 Homo sapiens ELMO domain containing 3 (ELMOD3), transcript variant 5, mRNA",,2662,no,ELMOD3
NM_002248.4,,,,"NM_002248.4 Homo sapiens potassium calcium-activated channel subfamily N member 1 (KCNN1), mRNA",,2662,no,KCNN1
NM_002558.4,,,,"NM_002558.4 Homo sapiens purinergic receptor P2X 1 (P2RX1), mRNA",,2662,no,P2RX1
NM_001135024.1,,,,"NM_001135024.1 Homo sapiens pyruvate dehydrogenase complex component X (PDHX), transcript variant 2, mRNA",,2662,no,PDHX
NM_133644.4,,,,"NM_133644.4 Homo sapiens GTP binding protein 3, mitochondrial (GTPBP3), transcript variant IV, mRNA",,2662,no,GTPBP3
NM_181724.3,,,,"NM_181724.3 Homo sapiens transmembrane protein 119 (TMEM119), mRNA",,2662,no,TMEM119
NM_138288.4,,,,"NM_138288.4 Homo sapiens serine palmitoyltransferase small subunit A (SPTSSA), mRNA",,2662,no,SPTSSA
NM_001363816.2,,,,"NM_001363816.2 Homo sapiens lipase maturation factor 2 (LMF2), transcript variant 2, mRNA",,2662,no,LMF2
NR_132344.1,,,,"NR_132344.1 Homo sapiens uncharacterized LOC158434 (LOC158434), long non-coding RNA",,2662,no,LOC158434
NM_001008749.3,,,,"NM_001008749.3 Homo sapiens RAB19, member RAS oncogene family (RAB19), mRNA",,2661,no,RAB19
NM_001161528.1,,,,"NM_001161528.1 Homo sapiens leucine rich repeats and death domain containing 1 (LRRD1), mRNA",,2661,no,LRRD1
NM_033260.4,,,,"NM_033260.4 Homo sapiens forkhead box Q1 (FOXQ1), mRNA",,2661,no,FOXQ1
NR_033663.2,,,,"NR_033663.2 Homo sapiens erythropoietin receptor (EPOR), transcript variant 2, non-coding RNA",,2661,no,EPOR
NM_018990.4,,,,"NM_018990.4 Homo sapiens SAM and SH3 domain containing 3 (SASH3), mRNA",,2661,no,SASH3
NM_001371231.1,,,,"NM_001371231.1 Homo sapiens X-ray repair cross complementing 3 (XRCC3), transcript variant 5, mRNA",,2661,no,XRCC3
NM_001293212.2,,,,"NM_001293212.2 Homo sapiens tubulin beta class I (TUBB), transcript variant 1, mRNA",,2661,no,TUBB
NR_003676.3,,,,"NR_003676.3 Homo sapiens OTOA pseudogene 1 (OTOAP1), non-coding RNA",,2661,no,OTOAP1
NM_004913.3,,,,"NM_004913.3 Homo sapiens VPS9 domain containing 1 (VPS9D1), mRNA",,2660,no,VPS9D1
NM_018447.3,,,,"NM_018447.3 Homo sapiens ER membrane protein complex subunit 3 (EMC3), transcript variant 1, mRNA",,2660,no,EMC3
NM_130443.4,,,,"NM_130443.4 Homo sapiens dipeptidyl peptidase 3 (DPP3), transcript variant 2, mRNA",,2660,no,DPP3
NM_017677.4,,,,"NM_017677.4 Homo sapiens myotubularin related protein 8 (MTMR8), mRNA",,2660,no,MTMR8
NM_198493.3,,,,"NM_198493.3 Homo sapiens ankyrin repeat domain 45 (ANKRD45), transcript variant 1, mRNA",,2660,no,ANKRD45
NM_032136.5,,,,"NM_032136.5 Homo sapiens transketolase like 2 (TKTL2), mRNA",,2660,no,TKTL2
NR_027156.1,,,,"NR_027156.1 Homo sapiens tubulin beta pseudogene 5 (TUBBP5), non-coding RNA",,2660,no,TUBBP5
NM_001994.3,,,,"NM_001994.3 Homo sapiens coagulation factor XIII B chain (F13B), mRNA",,2660,no,F13B
NR_026923.1,,,,"NR_026923.1 Homo sapiens TAR DNA binding protein pseudogene (LOC643387), non-coding RNA",,2660,no,LOC643387
NR_028502.1,,,,"NR_028502.1 Homo sapiens MIR22 host gene (MIR22HG), transcript variant 1, long non-coding RNA",,2659,no,MIR22HG
NM_001317963.1,,,,"NM_001317963.1 Homo sapiens PWP1 homolog, endonuclein (PWP1), transcript variant 3, mRNA",,2659,no,PWP1
NM_001370343.1,,,,"NM_001370343.1 Homo sapiens 5-hydroxymethylcytosine binding, ES cell specific (HMCES), transcript variant 4, mRNA",,2659,no,HMCES
NM_001080123.3,,,,"NM_001080123.3 Homo sapiens prion protein (PRNP), transcript variant 5, mRNA",,2659,no,PRNP
NM_001291813.2,,,,"NM_001291813.2 Homo sapiens solute carrier family 25 member 29 (SLC25A29), transcript variant 2, mRNA",,2659,no,SLC25A29
NM_001128228.3,,,,"NM_001128228.3 Homo sapiens taperin (TPRN), mRNA",,2659,no,TPRN
NM_018957.6,,,,"NM_018957.6 Homo sapiens SH3 domain binding protein 1 (SH3BP1), transcript variant 1, mRNA",,2658,no,SH3BP1
NM_003420.4,,,,"NM_003420.4 Homo sapiens zinc finger protein 35 (ZNF35), mRNA",,2658,no,ZNF35
NM_182848.3,,,,"NM_182848.3 Homo sapiens claudin 10 (CLDN10), transcript variant a, mRNA",,2658,no,CLDN10
NM_002168.4,,,,"NM_002168.4 Homo sapiens isocitrate dehydrogenase (NADP(+)) 2 (IDH2), transcript variant 1, mRNA",,2658,no,NADP(+
NM_018131.5,,,,"NM_018131.5 Homo sapiens centrosomal protein 55 (CEP55), transcript variant 1, mRNA",,2658,no,CEP55
NM_001172560.1,,,,"NM_001172560.1 Homo sapiens somatostatin receptor 5 (SSTR5), transcript variant 2, mRNA",,2657,no,SSTR5
NR_038883.2,,,,"NR_038883.2 Homo sapiens long intergenic non-protein coding RNA 649 (LINC00649), transcript variant 1, long non-coding RNA",,2657,no,LINC00649
NM_032409.3,,,,"NM_032409.3 Homo sapiens PTEN induced kinase 1 (PINK1), mRNA",,2657,no,PINK1
NM_015975.5,,,,"NM_015975.5 Homo sapiens TATA-box binding protein associated factor 9b (TAF9B), mRNA",,2657,no,TAF9B
NM_016210.5,,,,"NM_016210.5 Homo sapiens chromosome 3 open reading frame 18 (C3orf18), transcript variant 1, mRNA",,2657,no,C3orf18
NM_001354640.2,,,,"NM_001354640.2 Homo sapiens leishmanolysin like peptidase 2 (LMLN2), mRNA",,2656,no,LMLN2
NM_001272069.2,,,,"NM_001272069.2 Homo sapiens abhydrolase domain containing 10, depalmitoylase (ABHD10), transcript variant 2, mRNA",,2656,no,ABHD10
NM_001083601.3,,,,"NM_001083601.3 Homo sapiens N-alpha-acetyltransferase 60, NatF catalytic subunit (NAA60), transcript variant 1, mRNA",,2656,no,NAA60
NM_001321072.1,,,,"NM_001321072.1 Homo sapiens cystathionine beta-synthase (CBS), transcript variant 5, mRNA",,2656,no,CBS
NM_013366.4,,,,"NM_013366.4 Homo sapiens anaphase promoting complex subunit 2 (ANAPC2), mRNA",,2655,no,ANAPC2
NR_146734.1,,,,"NR_146734.1 Homo sapiens uncharacterized LOC101927151 (LOC101927151), transcript variant 7, long non-coding RNA",,2655,no,LOC101927151
NR_024130.3,,,,"NR_024130.3 Homo sapiens DNMBP antisense RNA 1 (DNMBP-AS1), long non-coding RNA",,2655,no,DNMBP-AS1
NM_004456.5,,,,"NM_004456.5 Homo sapiens enhancer of zeste 2 polycomb repressive complex 2 subunit (EZH2), transcript variant 1, mRNA",,2654,no,EZH2
NM_001042729.2,,,,"NM_001042729.2 Homo sapiens FGR proto-oncogene, Src family tyrosine kinase (FGR), transcript variant 3, mRNA",,2654,no,FGR
NM_001160243.1,,,,"NM_001160243.1 Homo sapiens RPA interacting protein (RPAIN), transcript variant 1, mRNA",,2654,no,RPAIN
NM_025196.4,,,,"NM_025196.4 Homo sapiens GrpE like 1, mitochondrial (GRPEL1), mRNA",,2653,no,GRPEL1
NM_005864.4,,,,"NM_005864.4 Homo sapiens embryonal Fyn-associated substrate (EFS), transcript variant 1, mRNA",,2653,no,EFS
NR_036484.1,,,,"NR_036484.1 Homo sapiens FEZF1 antisense RNA 1 (FEZF1-AS1), long non-coding RNA",,2653,no,FEZF1-AS1
NM_003427.5,,,,"NM_003427.5 Homo sapiens zinc finger protein 76 (ZNF76), transcript variant 1, mRNA",,2653,no,ZNF76
NM_001256369.1,,,,"NM_001256369.1 Homo sapiens C-C motif chemokine receptor 9 (CCR9), transcript variant C, mRNA",,2653,no,CCR9
NM_001729.4,,,,"NM_001729.4 Homo sapiens betacellulin (BTC), transcript variant 1, mRNA",,2653,no,BTC
NR_033926.1,,,,"NR_033926.1 Homo sapiens actin gamma 1 pseudogene 20 (ACTG1P20), non-coding RNA",,2652,no,ACTG1P20
NM_000671.4,,,,"NM_000671.4 Homo sapiens alcohol dehydrogenase 5 (class III), chi polypeptide (ADH5), mRNA",,2652,no,class III
NR_047664.1,,,,"NR_047664.1 Homo sapiens maternally expressed 9 (MEG9), long non-coding RNA",,2652,no,MEG9
NM_014637.4,,,,"NM_014637.4 Homo sapiens mitochondrial fission regulator 1 (MTFR1), transcript variant 1, mRNA",,2651,no,MTFR1
NR_110076.1,,,,"NR_110076.1 Homo sapiens CACNA2D1 antisense RNA 1 (CACNA2D1-AS1), transcript variant 1, long non-coding RNA",,2651,no,CACNA2D1-AS1
NM_014282.4,,,,"NM_014282.4 Homo sapiens hyaluronan binding protein 4 (HABP4), mRNA",,2651,no,HABP4
NM_012400.4,,,,"NM_012400.4 Homo sapiens phospholipase A2 group IID (PLA2G2D), transcript variant 1, mRNA",,2651,no,PLA2G2D
NM_001142475.2,,,,"NM_001142475.2 Homo sapiens neuronal regeneration related protein (NREP), transcript variant 3, mRNA",,2651,no,NREP
NM_001350177.2,,,,"NM_001350177.2 Homo sapiens ataxin 7 like 2 (ATXN7L2), transcript variant 4, mRNA",,2651,no,ATXN7L2
NM_001287763.1,,,,"NM_001287763.1 Homo sapiens neuronal vesicle trafficking associated 1 (NSG1), transcript variant 3, mRNA",,2650,no,NSG1
NM_004538.6,,,,"NM_004538.6 Homo sapiens nucleosome assembly protein 1 like 3 (NAP1L3), mRNA",,2649,no,NAP1L3
NM_152694.3,,,,"NM_152694.3 Homo sapiens retrotransposon Gag like 3 (RTL3), mRNA",,2649,no,RTL3
NM_018393.4,,,,"NM_018393.4 Homo sapiens t-complex 11 like 1 (TCP11L1), transcript variant 1, mRNA",,2649,no,TCP11L1
NM_176798.2,,,,"NM_176798.2 Homo sapiens pyrimidinergic receptor P2Y6 (P2RY6), transcript variant 2, mRNA",,2649,no,P2RY6
NR_004401.2,,,,"NR_004401.2 Homo sapiens secretory blood group 1, pseudogene (SEC1P), non-coding RNA",,2649,no,SEC1P
NM_002431.4,,,,"NM_002431.4 Homo sapiens MNAT1 component of CDK activating kinase (MNAT1), transcript variant 1, mRNA",,2648,no,MNAT1
NM_001204880.1,,,,"NM_001204880.1 Homo sapiens ubiquitin conjugating enzyme E2 D1 (UBE2D1), transcript variant 2, mRNA",,2648,no,UBE2D1
NM_004474.4,,,,"NM_004474.4 Homo sapiens forkhead box D2 (FOXD2), mRNA",,2648,no,FOXD2
NM_020196.3,,,,"NM_020196.3 Homo sapiens XPA binding protein 2 (XAB2), mRNA",,2647,no,XAB2
NM_003813.4,,,,"NM_003813.4 Homo sapiens ADAM metallopeptidase domain 21 (ADAM21), mRNA",,2647,no,ADAM21
NR_145480.1,,,,"NR_145480.1 Homo sapiens long stress-induced non-coding transcript 5 (LSINCT5), long non-coding RNA",,2647,no,LSINCT5
NM_001354886.1,,,,"NM_001354886.1 Homo sapiens uncharacterized LOC100129484 (LOC100129484), mRNA",,2647,no,LOC100129484
NR_002171.2,,,,"NR_002171.2 Homo sapiens olfactory receptor family 7 subfamily E member 156 pseudogene (OR7E156P), non-coding RNA",,2647,no,OR7E156P
NM_174900.5,,,,"NM_174900.5 Homo sapiens ZFP42 zinc finger protein (ZFP42), transcript variant 1, mRNA",,2647,no,ZFP42
NM_014575.3,,,,"NM_014575.3 Homo sapiens schwannomin interacting protein 1 (SCHIP1), transcript variant 1, mRNA",,2647,no,SCHIP1
NM_002402.4,,,,"NM_002402.4 Homo sapiens mesoderm specific transcript (MEST), transcript variant 1, mRNA",,2646,no,MEST
NM_001136219.3,,,,"NM_001136219.3 Homo sapiens Fc fragment of IgG receptor IIa (FCGR2A), transcript variant 1, mRNA",,2646,no,FCGR2A
NM_001303111.2,,,,"NM_001303111.2 Homo sapiens DENN domain containing 10 (DENND10), transcript variant 2, mRNA",,2646,no,DENND10
NM_001295.3,,,,"NM_001295.3 Homo sapiens C-C motif chemokine receptor 1 (CCR1), mRNA",,2646,no,CCR1
NM_001252271.1,,,,"NM_001252271.1 Homo sapiens divergent protein kinase domain 1A (DIPK1A), transcript variant 4, mRNA",,2646,no,DIPK1A
NR_160777.1,,,,"NR_160777.1 Homo sapiens Rho associated coiled-coil containing protein kinase 1 pseudogene 1 (ROCK1P1), transcript variant 1, non-coding RNA",,2646,no,ROCK1P1
NM_000738.3,,,,"NM_000738.3 Homo sapiens cholinergic receptor muscarinic 1 (CHRM1), mRNA",,2646,no,CHRM1
NM_001178045.1,,,,"NM_001178045.1 Homo sapiens solute carrier family 44 member 4 (SLC44A4), transcript variant 3, mRNA",,2646,no,SLC44A4
NR_122104.1,,,,"NR_122104.1 Homo sapiens long intergenic non-protein coding RNA 2072 (LINC02072), long non-coding RNA",,2645,no,LINC02072
